"HIOKI E.E. CORPORATION","IM3570","Ver. 3.11"

"DATE","23-03-29"
"TIME","10:19:43"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","0.150","V"
"RANGE","AUTO"
"SPEED","MED"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"557","24.773E+03","2.639555E+03","-89.044"
"558","24.844E+03","2.631534E+03","-89.039"
"559","24.916E+03","2.623893E+03","-89.047"
"560","24.987E+03","2.616162E+03","-89.047"
"561","25.059E+03","2.608281E+03","-89.039"
"562","25.132E+03","2.600402E+03","-89.039"
"563","25.204E+03","2.592780E+03","-89.041"
"564","25.277E+03","2.585088E+03","-89.045"
"565","25.350E+03","2.577485E+03","-89.040"
"566","25.423E+03","2.569616E+03","-89.040"
"567","25.496E+03","2.562055E+03","-89.041"
"568","25.569E+03","2.554355E+03","-89.042"
"569","25.643E+03","2.546807E+03","-89.042"
"570","25.717E+03","2.539323E+03","-89.038"
"571","25.791E+03","2.531664E+03","-89.038"
"572","25.865E+03","2.524089E+03","-89.041"
"573","25.940E+03","2.516608E+03","-89.042"
"574","26.015E+03","2.509027E+03","-89.044"
"575","26.090E+03","2.501492E+03","-89.042"
"576","26.165E+03","2.493969E+03","-89.040"
"577","26.240E+03","2.486672E+03","-89.039"
"578","26.316E+03","2.479173E+03","-89.045"
"579","26.392E+03","2.471773E+03","-89.037"
"580","26.468E+03","2.464473E+03","-89.037"
"581","26.544E+03","2.457017E+03","-89.041"
"582","26.621E+03","2.449544E+03","-89.039"
"583","26.697E+03","2.442185E+03","-89.039"
"584","26.774E+03","2.434910E+03","-89.035"
"585","26.852E+03","2.427616E+03","-89.037"
"586","26.929E+03","2.420343E+03","-89.037"
"587","27.007E+03","2.412941E+03","-89.038"
"588","27.084E+03","2.405902E+03","-89.037"
"589","27.163E+03","2.398612E+03","-89.033"
"590","27.241E+03","2.391260E+03","-89.035"
"591","27.319E+03","2.384170E+03","-89.038"
"592","27.398E+03","2.376990E+03","-89.035"
"593","27.477E+03","2.369870E+03","-89.036"
"594","27.556E+03","2.362788E+03","-89.036"
"595","27.636E+03","2.355420E+03","-89.036"
"596","27.715E+03","2.348666E+03","-89.033"
"597","27.795E+03","2.341485E+03","-89.032"
"598","27.875E+03","2.334323E+03","-89.032"
"599","27.956E+03","2.327072E+03","-89.031"
"600","28.036E+03","2.320175E+03","-89.034"
"601","28.117E+03","2.313183E+03","-89.031"
"602","28.198E+03","2.306244E+03","-89.032"
"603","28.279E+03","2.299130E+03","-89.033"
"604","28.361E+03","2.292194E+03","-89.033"
"605","28.443E+03","2.284996E+03","-89.033"
"606","28.525E+03","2.278034E+03","-89.029"
"607","28.607E+03","2.271099E+03","-89.028"
"608","28.689E+03","2.264241E+03","-89.025"
"609","28.772E+03","2.257079E+03","-89.026"
"610","28.855E+03","2.250070E+03","-89.025"
"611","28.938E+03","2.243186E+03","-89.021"
"612","29.022E+03","2.235967E+03","-89.019"
"613","29.105E+03","2.229014E+03","-89.014"
"614","29.189E+03","2.221909E+03","-89.002"
"615","29.273E+03","2.214782E+03","-88.989"
"616","29.358E+03","2.207559E+03","-88.966"
"617","29.442E+03","2.200778E+03","-88.930"
"618","29.527E+03","2.194846E+03","-88.883"
"619","29.612E+03","2.190177E+03","-88.842"
"620","29.698E+03","2.186461E+03","-88.847"
"621","29.783E+03","2.181335E+03","-88.896"
"622","29.869E+03","2.174795E+03","-88.937"
"623","29.955E+03","2.167951E+03","-88.970"
"624","30.041E+03","2.161039E+03","-88.981"
"625","30.128E+03","2.154274E+03","-88.988"
"626","30.215E+03","2.147210E+03","-88.999"
"627","30.302E+03","2.140560E+03","-89.003"
"628","30.389E+03","2.133914E+03","-89.010"
"629","30.477E+03","2.127209E+03","-89.011"
"630","30.565E+03","2.120631E+03","-89.011"
"631","30.653E+03","2.113953E+03","-89.011"
"632","30.741E+03","2.107350E+03","-89.010"
"633","30.830E+03","2.100805E+03","-89.013"
"634","30.919E+03","2.093978E+03","-89.009"
"635","31.008E+03","2.087576E+03","-89.010"
"636","31.097E+03","2.080945E+03","-89.008"
"637","31.187E+03","2.074476E+03","-88.996"
"638","31.277E+03","2.068031E+03","-88.991"
"639","31.367E+03","2.061780E+03","-88.978"
"640","31.457E+03","2.055997E+03","-88.972"
"641","31.548E+03","2.050272E+03","-88.970"
"642","31.639E+03","2.044211E+03","-88.977"
"643","31.730E+03","2.038234E+03","-88.983"
"644","31.821E+03","2.031874E+03","-88.994"
"645","31.913E+03","2.025618E+03","-88.993"
"646","32.005E+03","2.019272E+03","-88.995"
"647","32.097E+03","2.013109E+03","-88.995"
"648","32.190E+03","2.006885E+03","-88.998"
"649","32.283E+03","2.000544E+03","-88.996"
"650","32.376E+03","1.994456E+03","-88.996"
"651","32.469E+03","1.988510E+03","-88.998"
"652","32.563E+03","1.982331E+03","-89.000"
"653","32.657E+03","1.975987E+03","-88.999"
"654","32.751E+03","1.969990E+03","-89.000"
"655","32.845E+03","1.963954E+03","-88.997"
"656","32.940E+03","1.957719E+03","-88.998"
"657","33.035E+03","1.951729E+03","-89.001"
"658","33.130E+03","1.945806E+03","-88.999"
"659","33.225E+03","1.939920E+03","-89.001"
"660","33.321E+03","1.933768E+03","-88.999"
"661","33.417E+03","1.927816E+03","-89.000"
"662","33.514E+03","1.921870E+03","-88.999"
"663","33.610E+03","1.915967E+03","-89.004"
"664","33.707E+03","1.909991E+03","-88.998"
"665","33.804E+03","1.904062E+03","-88.998"
"666","33.902E+03","1.898237E+03","-88.997"
"667","33.999E+03","1.892262E+03","-88.997"
"668","34.097E+03","1.886382E+03","-88.999"
"669","34.196E+03","1.880510E+03","-89.001"
"670","34.294E+03","1.874700E+03","-89.000"
"671","34.393E+03","1.868804E+03","-88.998"
"672","34.492E+03","1.863064E+03","-89.000"
"673","34.592E+03","1.857216E+03","-89.001"
"674","34.691E+03","1.851396E+03","-89.000"
"675","34.791E+03","1.845556E+03","-88.999"
"676","34.892E+03","1.839853E+03","-88.997"
"677","34.992E+03","1.834203E+03","-88.998"
"678","35.093E+03","1.828450E+03","-88.999"
"679","35.194E+03","1.822697E+03","-89.000"
"680","35.296E+03","1.816997E+03","-88.996"
"681","35.397E+03","1.811356E+03","-88.996"
"682","35.499E+03","1.805740E+03","-88.994"
"683","35.602E+03","1.800002E+03","-88.996"
"684","35.704E+03","1.794302E+03","-88.991"
"685","35.807E+03","1.788665E+03","-88.997"
"686","35.910E+03","1.783113E+03","-88.995"
"687","36.014E+03","1.777499E+03","-88.993"
"688","36.118E+03","1.771930E+03","-88.990"
"689","36.222E+03","1.766318E+03","-88.990"
"690","36.326E+03","1.760736E+03","-88.994"
"691","36.431E+03","1.755138E+03","-88.990"
"692","36.536E+03","1.749584E+03","-88.990"
"693","36.641E+03","1.744156E+03","-88.987"
"694","36.747E+03","1.738598E+03","-88.987"
"695","36.853E+03","1.733140E+03","-88.989"
"696","36.959E+03","1.727621E+03","-88.990"
"697","37.066E+03","1.722160E+03","-88.990"
"698","37.172E+03","1.716752E+03","-88.986"
"699","37.279E+03","1.711347E+03","-88.981"
"700","37.387E+03","1.705855E+03","-88.986"
"701","37.495E+03","1.700493E+03","-88.986"
"702","37.603E+03","1.695044E+03","-88.980"
"703","37.711E+03","1.689667E+03","-88.981"
"704","37.820E+03","1.684308E+03","-88.979"
"705","37.929E+03","1.678954E+03","-88.979"
"706","38.038E+03","1.673596E+03","-88.978"
"707","38.148E+03","1.668224E+03","-88.978"
"708","38.258E+03","1.662865E+03","-88.976"
"709","38.368E+03","1.657715E+03","-88.972"
"710","38.479E+03","1.652326E+03","-88.973"
"711","38.590E+03","1.647119E+03","-88.971"
"712","38.701E+03","1.641771E+03","-88.970"
"713","38.812E+03","1.636654E+03","-88.971"
"714","38.924E+03","1.631272E+03","-88.968"
"715","39.036E+03","1.626122E+03","-88.967"
"716","39.149E+03","1.620908E+03","-88.964"
"717","39.262E+03","1.615722E+03","-88.966"
"718","39.375E+03","1.610544E+03","-88.963"
"719","39.488E+03","1.605489E+03","-88.962"
"720","39.602E+03","1.600318E+03","-88.959"
"721","39.716E+03","1.595137E+03","-88.959"
"722","39.831E+03","1.590056E+03","-88.959"
"723","39.946E+03","1.584884E+03","-88.955"
"724","40.061E+03","1.579788E+03","-88.953"
"725","40.176E+03","1.574796E+03","-88.952"
"726","40.292E+03","1.569692E+03","-88.953"
"727","40.408E+03","1.564656E+03","-88.953"
"728","40.525E+03","1.559655E+03","-88.951"
"729","40.642E+03","1.554513E+03","-88.948"
"730","40.759E+03","1.549585E+03","-88.950"
"731","40.876E+03","1.544621E+03","-88.953"
"732","40.994E+03","1.539575E+03","-88.952"
"733","41.112E+03","1.534584E+03","-88.949"
"734","41.231E+03","1.529546E+03","-88.953"
"735","41.349E+03","1.524653E+03","-88.950"
"736","41.469E+03","1.519617E+03","-88.949"
"737","41.588E+03","1.514801E+03","-88.953"
"738","41.708E+03","1.509794E+03","-88.950"
"739","41.828E+03","1.504849E+03","-88.952"
"740","41.949E+03","1.499954E+03","-88.950"
"741","42.070E+03","1.495033E+03","-88.950"
"742","42.191E+03","1.490032E+03","-88.952"
"743","42.313E+03","1.485197E+03","-88.951"
"744","42.435E+03","1.480297E+03","-88.950"
"745","42.557E+03","1.475421E+03","-88.950"
"746","42.680E+03","1.470534E+03","-88.951"
"747","42.803E+03","1.465686E+03","-88.950"
"748","42.926E+03","1.460874E+03","-88.949"
"749","43.050E+03","1.455993E+03","-88.950"
"750","43.174E+03","1.451251E+03","-88.950"
"751","43.298E+03","1.446419E+03","-88.950"
"752","43.423E+03","1.441550E+03","-88.949"
"753","43.548E+03","1.436790E+03","-88.949"
"754","43.674E+03","1.432015E+03","-88.946"
"755","43.800E+03","1.427209E+03","-88.946"
"756","43.926E+03","1.422459E+03","-88.948"
"757","44.052E+03","1.417681E+03","-88.946"
"758","44.179E+03","1.412952E+03","-88.946"
"759","44.307E+03","1.408200E+03","-88.946"
"760","44.434E+03","1.403561E+03","-88.944"
"761","44.563E+03","1.398786E+03","-88.945"
"762","44.691E+03","1.394066E+03","-88.944"
"763","44.820E+03","1.389313E+03","-88.942"
"764","44.949E+03","1.384700E+03","-88.942"
"765","45.079E+03","1.379974E+03","-88.939"
"766","45.208E+03","1.375397E+03","-88.941"
"767","45.339E+03","1.370639E+03","-88.939"
"768","45.469E+03","1.366061E+03","-88.938"
"769","45.601E+03","1.361408E+03","-88.940"
"770","45.732E+03","1.356789E+03","-88.939"
"771","45.864E+03","1.352145E+03","-88.938"
"772","45.996E+03","1.347569E+03","-88.936"
"773","46.129E+03","1.342945E+03","-88.935"
"774","46.262E+03","1.338311E+03","-88.932"
"775","46.395E+03","1.333768E+03","-88.930"
"776","46.529E+03","1.329232E+03","-88.932"
"777","46.663E+03","1.324632E+03","-88.930"
"778","46.797E+03","1.320204E+03","-88.930"
"779","46.932E+03","1.315623E+03","-88.930"
"780","47.067E+03","1.311048E+03","-88.929"
"781","47.203E+03","1.306520E+03","-88.924"
"782","47.339E+03","1.301950E+03","-88.924"
"783","47.476E+03","1.297489E+03","-88.923"
"784","47.612E+03","1.292980E+03","-88.925"
"785","47.750E+03","1.288504E+03","-88.921"
"786","47.887E+03","1.284018E+03","-88.920"
"787","48.025E+03","1.279598E+03","-88.921"
"788","48.164E+03","1.275105E+03","-88.917"
"789","48.303E+03","1.270615E+03","-88.917"
"790","48.442E+03","1.266184E+03","-88.915"
"791","48.581E+03","1.261777E+03","-88.913"
"792","48.721E+03","1.257385E+03","-88.911"
"793","48.862E+03","1.252923E+03","-88.913"
"794","49.003E+03","1.248492E+03","-88.910"
"795","49.144E+03","1.244140E+03","-88.909"
"796","49.286E+03","1.239732E+03","-88.908"
"797","49.428E+03","1.235318E+03","-88.907"
"798","49.570E+03","1.230990E+03","-88.906"
"799","49.713E+03","1.226554E+03","-88.904"
"800","49.856E+03","1.222180E+03","-88.903"
"801","50.000E+03","1.217827E+03","-88.901"

