"HIOKI E.E. CORPORATION","IM3570","Ver. 3.11"

"DATE","23-03-29"
"TIME","10:19:43"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","0.150","V"
"RANGE","AUTO"
"SPEED","MED"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"41","5.6101E+03","11.71231E+03","-89.120"
"42","5.6263E+03","11.67805E+03","-89.121"
"43","5.6425E+03","11.64534E+03","-89.122"
"44","5.6587E+03","11.61233E+03","-89.120"
"45","5.6751E+03","11.57821E+03","-89.120"
"46","5.6914E+03","11.54535E+03","-89.120"
"47","5.7078E+03","11.51257E+03","-89.124"
"48","5.7243E+03","11.47967E+03","-89.123"
"49","5.7408E+03","11.44696E+03","-89.126"
"50","5.7573E+03","11.41529E+03","-89.120"
"51","5.7739E+03","11.38150E+03","-89.118"
"52","5.7906E+03","11.34959E+03","-89.119"
"53","5.8072E+03","11.31700E+03","-89.116"
"54","5.8240E+03","11.28399E+03","-89.121"
"55","5.8408E+03","11.25316E+03","-89.122"
"56","5.8576E+03","11.22107E+03","-89.121"
"57","5.8745E+03","11.18881E+03","-89.122"
"58","5.8914E+03","11.15730E+03","-89.123"
"59","5.9084E+03","11.12465E+03","-89.123"
"60","5.9254E+03","11.09219E+03","-89.121"
"61","5.9425E+03","11.06106E+03","-89.115"
"62","5.9596E+03","11.03017E+03","-89.119"
"63","5.9768E+03","10.99918E+03","-89.122"
"64","5.9940E+03","10.96673E+03","-89.120"
"65","6.0113E+03","10.93626E+03","-89.118"
"66","6.0286E+03","10.90487E+03","-89.117"
"67","6.0460E+03","10.87334E+03","-89.118"
"68","6.0635E+03","10.84339E+03","-89.116"
"69","6.0809E+03","10.81158E+03","-89.117"
"70","6.0985E+03","10.77994E+03","-89.112"
"71","6.1160E+03","10.74929E+03","-89.118"
"72","6.1337E+03","10.71927E+03","-89.118"
"73","6.1513E+03","10.68983E+03","-89.115"
"74","6.1691E+03","10.65788E+03","-89.121"
"75","6.1869E+03","10.62772E+03","-89.113"
"76","6.2047E+03","10.59753E+03","-89.116"
"77","6.2226E+03","10.56741E+03","-89.120"
"78","6.2405E+03","10.53690E+03","-89.117"
"79","6.2585E+03","10.50673E+03","-89.115"
"80","6.2765E+03","10.47785E+03","-89.115"
"81","6.2946E+03","10.44730E+03","-89.116"
"82","6.3128E+03","10.41674E+03","-89.118"
"83","6.3310E+03","10.38643E+03","-89.118"
"84","6.3492E+03","10.35643E+03","-89.117"
"85","6.3675E+03","10.32779E+03","-89.116"
"86","6.3859E+03","10.29844E+03","-89.116"
"87","6.4043E+03","10.26959E+03","-89.114"
"88","6.4227E+03","10.24019E+03","-89.118"
"89","6.4412E+03","10.21107E+03","-89.119"
"90","6.4598E+03","10.18152E+03","-89.117"
"91","6.4784E+03","10.15194E+03","-89.116"
"92","6.4971E+03","10.12347E+03","-89.116"
"93","6.5158E+03","10.09471E+03","-89.118"
"94","6.5346E+03","10.06575E+03","-89.118"
"95","6.5535E+03","10.03803E+03","-89.113"
"96","6.5723E+03","10.00804E+03","-89.116"
"97","6.5913E+03","9.979235E+03","-89.116"
"98","6.6103E+03","9.951068E+03","-89.114"
"99","6.6293E+03","9.922700E+03","-89.116"
"100","6.6484E+03","9.894684E+03","-89.113"
"101","6.6676E+03","9.866053E+03","-89.115"
"102","6.6868E+03","9.837714E+03","-89.115"
"103","6.7061E+03","9.810587E+03","-89.114"
"104","6.7254E+03","9.781998E+03","-89.117"
"105","6.7448E+03","9.754099E+03","-89.118"
"106","6.7643E+03","9.726256E+03","-89.116"
"107","6.7838E+03","9.698105E+03","-89.118"
"108","6.8033E+03","9.670938E+03","-89.117"
"109","6.8229E+03","9.643165E+03","-89.119"
"110","6.8426E+03","9.615243E+03","-89.115"
"111","6.8623E+03","9.589180E+03","-89.117"
"112","6.8821E+03","9.560474E+03","-89.117"
"113","6.9019E+03","9.533072E+03","-89.113"
"114","6.9218E+03","9.505382E+03","-89.116"
"115","6.9418E+03","9.478078E+03","-89.118"
"116","6.9618E+03","9.451023E+03","-89.112"
"117","6.9818E+03","9.424737E+03","-89.113"
"118","7.0020E+03","9.397705E+03","-89.110"
"119","7.0221E+03","9.371515E+03","-89.115"
"120","7.0424E+03","9.345057E+03","-89.116"
"121","7.0627E+03","9.317783E+03","-89.114"
"122","7.0830E+03","9.290994E+03","-89.115"
"123","7.1035E+03","9.263739E+03","-89.116"
"124","7.1239E+03","9.237919E+03","-89.114"
"125","7.1445E+03","9.212113E+03","-89.112"
"126","7.1651E+03","9.185596E+03","-89.111"
"127","7.1857E+03","9.159010E+03","-89.115"
"128","7.2064E+03","9.133444E+03","-89.112"
"129","7.2272E+03","9.107150E+03","-89.113"
"130","7.2480E+03","9.081188E+03","-89.110"
"131","7.2689E+03","9.054609E+03","-89.114"
"132","7.2899E+03","9.029010E+03","-89.113"
"133","7.3109E+03","9.002496E+03","-89.111"
"134","7.3320E+03","8.977146E+03","-89.114"
"135","7.3531E+03","8.951475E+03","-89.116"
"136","7.3743E+03","8.926067E+03","-89.116"
"137","7.3955E+03","8.902438E+03","-89.112"
"138","7.4169E+03","8.875942E+03","-89.115"
"139","7.4382E+03","8.849776E+03","-89.111"
"140","7.4597E+03","8.824318E+03","-89.111"
"141","7.4812E+03","8.799136E+03","-89.119"
"142","7.5027E+03","8.774282E+03","-89.113"
"143","7.5244E+03","8.749258E+03","-89.114"
"144","7.5461E+03","8.724117E+03","-89.110"
"145","7.5678E+03","8.699447E+03","-89.115"
"146","7.5896E+03","8.674578E+03","-89.112"
"147","7.6115E+03","8.649397E+03","-89.111"
"148","7.6334E+03","8.624856E+03","-89.111"
"149","7.6554E+03","8.600603E+03","-89.111"
"150","7.6775E+03","8.574998E+03","-89.110"
"151","7.6996E+03","8.550850E+03","-89.114"
"152","7.7218E+03","8.526793E+03","-89.113"
"153","7.7441E+03","8.501426E+03","-89.111"
"154","7.7664E+03","8.478360E+03","-89.109"
"155","7.7888E+03","8.454851E+03","-89.112"
"156","7.8112E+03","8.430371E+03","-89.110"
"157","7.8338E+03","8.405717E+03","-89.110"
"158","7.8563E+03","8.382013E+03","-89.110"
"159","7.8790E+03","8.357447E+03","-89.111"
"160","7.9017E+03","8.332876E+03","-89.107"
"161","7.9245E+03","8.310064E+03","-89.110"
"162","7.9473E+03","8.285960E+03","-89.111"
"163","7.9702E+03","8.262734E+03","-89.112"
"164","7.9932E+03","8.238886E+03","-89.112"
"165","8.0162E+03","8.215003E+03","-89.113"
"166","8.0393E+03","8.191789E+03","-89.110"
"167","8.0625E+03","8.168196E+03","-89.110"
"168","8.0857E+03","8.145100E+03","-89.114"
"169","8.1091E+03","8.121278E+03","-89.107"
"170","8.1324E+03","8.098344E+03","-89.109"
"171","8.1559E+03","8.075045E+03","-89.115"
"172","8.1794E+03","8.052112E+03","-89.110"
"173","8.2029E+03","8.029388E+03","-89.113"
"174","8.2266E+03","8.007714E+03","-89.115"
"175","8.2503E+03","7.985307E+03","-89.106"
"176","8.2741E+03","7.962024E+03","-89.108"
"177","8.2979E+03","7.938708E+03","-89.110"
"178","8.3219E+03","7.916138E+03","-89.107"
"179","8.3458E+03","7.892721E+03","-89.111"
"180","8.3699E+03","7.870587E+03","-89.107"
"181","8.3940E+03","7.847880E+03","-89.103"
"182","8.4182E+03","7.826153E+03","-89.107"
"183","8.4425E+03","7.803184E+03","-89.106"
"184","8.4668E+03","7.781560E+03","-89.102"
"185","8.4912E+03","7.759357E+03","-89.108"
"186","8.5157E+03","7.736531E+03","-89.103"
"187","8.5402E+03","7.715594E+03","-89.104"
"188","8.5649E+03","7.692006E+03","-89.100"
"189","8.5895E+03","7.670595E+03","-89.103"
"190","8.6143E+03","7.649002E+03","-89.110"
"191","8.6391E+03","7.626998E+03","-89.107"
"192","8.6640E+03","7.605451E+03","-89.114"
"193","8.6890E+03","7.582767E+03","-89.099"
"194","8.7140E+03","7.562818E+03","-89.099"
"195","8.7392E+03","7.541320E+03","-89.102"
"196","8.7644E+03","7.519186E+03","-89.104"
"197","8.7896E+03","7.496831E+03","-89.111"
"198","8.8150E+03","7.474187E+03","-89.100"
"199","8.8404E+03","7.454201E+03","-89.105"
"200","8.8658E+03","7.432922E+03","-89.102"
"201","8.8914E+03","7.411001E+03","-89.104"
"202","8.9170E+03","7.389964E+03","-89.100"
"203","8.9427E+03","7.368740E+03","-89.095"
"204","8.9685E+03","7.348774E+03","-89.105"
"205","8.9944E+03","7.327093E+03","-89.098"
"206","9.0203E+03","7.305965E+03","-89.105"
"207","9.0463E+03","7.285104E+03","-89.102"
"208","9.0724E+03","7.264362E+03","-89.107"
"209","9.0985E+03","7.243029E+03","-89.101"
"210","9.1247E+03","7.222370E+03","-89.099"
"211","9.1510E+03","7.202314E+03","-89.100"
"212","9.1774E+03","7.181559E+03","-89.105"
"213","9.2039E+03","7.161024E+03","-89.102"
"214","9.2304E+03","7.140414E+03","-89.102"
"215","9.2570E+03","7.119357E+03","-89.098"
"216","9.2837E+03","7.100554E+03","-89.104"
"217","9.3104E+03","7.080153E+03","-89.099"
"218","9.3373E+03","7.058605E+03","-89.100"
"219","9.3642E+03","7.038895E+03","-89.098"
"220","9.3912E+03","7.018693E+03","-89.102"
"221","9.4182E+03","6.997957E+03","-89.100"
"222","9.4454E+03","6.978613E+03","-89.098"
"223","9.4726E+03","6.957896E+03","-89.101"
"224","9.4999E+03","6.938245E+03","-89.098"
"225","9.5273E+03","6.918253E+03","-89.099"
"226","9.5548E+03","6.898895E+03","-89.103"
"227","9.5823E+03","6.878500E+03","-89.097"
"228","9.6099E+03","6.859480E+03","-89.094"
"229","9.6376E+03","6.839729E+03","-89.095"
"230","9.6654E+03","6.819631E+03","-89.093"
"231","9.6933E+03","6.800596E+03","-89.095"
"232","9.7212E+03","6.781277E+03","-89.099"
"233","9.7492E+03","6.761357E+03","-89.099"
"234","9.7773E+03","6.742483E+03","-89.099"
"235","9.8055E+03","6.722493E+03","-89.096"
"236","9.8338E+03","6.703077E+03","-89.097"
"237","9.8621E+03","6.684726E+03","-89.093"
"238","9.8905E+03","6.665275E+03","-89.096"
"239","9.9190E+03","6.647611E+03","-89.097"
"240","9.9476E+03","6.628118E+03","-89.093"
"241","9.9763E+03","6.608879E+03","-89.093"
"242","10.005E+03","6.589484E+03","-89.076"
"243","10.034E+03","6.571748E+03","-89.095"
"244","10.063E+03","6.553140E+03","-89.085"
"245","10.092E+03","6.533953E+03","-89.097"
"246","10.121E+03","6.514867E+03","-89.098"
"247","10.150E+03","6.496036E+03","-89.102"
"248","10.179E+03","6.477765E+03","-89.095"
"249","10.209E+03","6.460043E+03","-89.097"
"250","10.238E+03","6.440837E+03","-89.085"
"251","10.268E+03","6.420200E+03","-89.103"
"252","10.297E+03","6.403519E+03","-89.092"
"253","10.327E+03","6.384961E+03","-89.092"
"254","10.357E+03","6.367107E+03","-89.108"
"255","10.387E+03","6.348776E+03","-89.089"
"256","10.416E+03","6.331604E+03","-89.096"
"257","10.446E+03","6.312537E+03","-89.083"
"258","10.477E+03","6.294473E+03","-89.098"
"259","10.507E+03","6.275927E+03","-89.087"
"260","10.537E+03","6.259226E+03","-89.098"
"261","10.567E+03","6.239913E+03","-89.095"
"262","10.598E+03","6.221790E+03","-89.101"
"263","10.628E+03","6.207579E+03","-89.092"
"264","10.659E+03","6.187381E+03","-89.092"
"265","10.690E+03","6.171515E+03","-89.096"
"266","10.721E+03","6.151289E+03","-89.092"
"267","10.752E+03","6.132833E+03","-89.099"
"268","10.783E+03","6.116158E+03","-89.092"
"269","10.814E+03","6.099557E+03","-89.092"
"270","10.845E+03","6.081482E+03","-89.093"
"271","10.876E+03","6.065235E+03","-89.091"
"272","10.907E+03","6.047418E+03","-89.088"
"273","10.939E+03","6.028712E+03","-89.083"
"274","10.970E+03","6.011619E+03","-89.083"
"275","11.002E+03","5.994094E+03","-89.085"
"276","11.034E+03","5.977208E+03","-89.098"
"277","11.065E+03","5.959992E+03","-89.090"
"278","11.097E+03","5.944216E+03","-89.094"
"279","11.129E+03","5.925317E+03","-89.070"
"280","11.161E+03","5.909417E+03","-89.088"
"281","11.194E+03","5.892710E+03","-89.087"
"282","11.226E+03","5.875744E+03","-89.081"
"283","11.258E+03","5.857909E+03","-89.084"
"284","11.291E+03","5.841155E+03","-89.096"
"285","11.323E+03","5.825697E+03","-89.077"
"286","11.356E+03","5.807777E+03","-89.086"
"287","11.389E+03","5.790181E+03","-89.084"
"288","11.421E+03","5.774891E+03","-89.092"
"289","11.454E+03","5.759550E+03","-89.089"
"290","11.487E+03","5.742584E+03","-89.089"
"291","11.520E+03","5.725803E+03","-89.088"
"292","11.554E+03","5.708559E+03","-89.087"
"293","11.587E+03","5.691248E+03","-89.083"
"294","11.620E+03","5.675379E+03","-89.089"
"295","11.654E+03","5.659392E+03","-89.085"
"296","11.687E+03","5.643682E+03","-89.089"
"297","11.721E+03","5.627867E+03","-89.082"
"298","11.755E+03","5.611287E+03","-89.089"
"299","11.789E+03","5.595346E+03","-89.087"
"300","11.823E+03","5.579372E+03","-89.096"
"301","11.857E+03","5.564798E+03","-89.087"
"302","11.891E+03","5.547683E+03","-89.092"
"303","11.925E+03","5.531234E+03","-89.083"
"304","11.960E+03","5.515938E+03","-89.088"
"305","11.994E+03","5.499625E+03","-89.078"
"306","12.029E+03","5.482394E+03","-89.078"
"307","12.063E+03","5.468431E+03","-89.084"
"308","12.098E+03","5.452834E+03","-89.087"
"309","12.133E+03","5.436800E+03","-89.088"
"310","12.168E+03","5.419990E+03","-89.076"
"311","12.203E+03","5.405134E+03","-89.076"
"312","12.238E+03","5.389939E+03","-89.082"
"313","12.274E+03","5.373239E+03","-89.086"
"314","12.309E+03","5.358102E+03","-89.083"
"315","12.344E+03","5.343682E+03","-89.091"
"316","12.380E+03","5.328017E+03","-89.084"
"317","12.416E+03","5.312462E+03","-89.085"
"318","12.451E+03","5.297692E+03","-89.082"
"319","12.487E+03","5.281581E+03","-89.081"
"320","12.523E+03","5.267975E+03","-89.071"
"321","12.559E+03","5.252872E+03","-89.079"
"322","12.596E+03","5.235903E+03","-89.094"
"323","12.632E+03","5.221120E+03","-89.086"
"324","12.668E+03","5.206434E+03","-89.076"
"325","12.705E+03","5.192014E+03","-89.088"
"326","12.741E+03","5.177029E+03","-89.083"
"327","12.778E+03","5.162368E+03","-89.071"
"328","12.815E+03","5.146668E+03","-89.077"
"329","12.852E+03","5.132800E+03","-89.081"
"330","12.889E+03","5.117792E+03","-89.079"
"331","12.926E+03","5.102356E+03","-89.085"
"332","12.963E+03","5.088479E+03","-89.076"
"333","13.001E+03","5.072665E+03","-89.088"
"334","13.038E+03","5.059559E+03","-89.079"
"335","13.076E+03","5.044545E+03","-89.074"
"336","13.114E+03","5.029842E+03","-89.086"
"337","13.151E+03","5.015223E+03","-89.080"
"338","13.189E+03","5.000452E+03","-89.080"
"339","13.227E+03","4.986174E+03","-89.077"
"340","13.265E+03","4.972128E+03","-89.076"
"341","13.304E+03","4.956250E+03","-89.076"
"342","13.342E+03","4.944016E+03","-89.079"
"343","13.380E+03","4.929355E+03","-89.082"
"344","13.419E+03","4.915139E+03","-89.079"
"345","13.458E+03","4.899572E+03","-89.084"
"346","13.496E+03","4.886064E+03","-89.080"
"347","13.535E+03","4.872703E+03","-89.076"
"348","13.574E+03","4.858434E+03","-89.082"
"349","13.614E+03","4.844192E+03","-89.074"
"350","13.653E+03","4.830730E+03","-89.068"
"351","13.692E+03","4.816163E+03","-89.082"
"352","13.732E+03","4.802102E+03","-89.070"
"353","13.771E+03","4.787448E+03","-89.079"
"354","13.811E+03","4.774703E+03","-89.069"
"355","13.851E+03","4.760793E+03","-89.061"
"356","13.891E+03","4.747206E+03","-89.061"
"357","13.931E+03","4.734303E+03","-89.052"
"358","13.971E+03","4.721014E+03","-89.061"
"359","14.011E+03","4.707487E+03","-89.067"
"360","14.051E+03","4.693582E+03","-89.065"
"361","14.092E+03","4.680238E+03","-89.073"
"362","14.133E+03","4.666014E+03","-89.074"
"363","14.173E+03","4.653711E+03","-89.072"
"364","14.214E+03","4.640123E+03","-89.081"
"365","14.255E+03","4.626277E+03","-89.076"
"366","14.296E+03","4.612432E+03","-89.071"
"367","14.337E+03","4.599814E+03","-89.082"
"368","14.379E+03","4.585858E+03","-89.080"
"369","14.420E+03","4.573110E+03","-89.082"
"370","14.462E+03","4.559579E+03","-89.073"
"371","14.503E+03","4.546826E+03","-89.075"
"372","14.545E+03","4.533214E+03","-89.069"
"373","14.587E+03","4.520346E+03","-89.071"
"374","14.629E+03","4.507199E+03","-89.075"
"375","14.671E+03","4.494278E+03","-89.070"
"376","14.714E+03","4.481288E+03","-89.069"
"377","14.756E+03","4.468934E+03","-89.069"
"378","14.799E+03","4.455102E+03","-89.073"
"379","14.841E+03","4.442225E+03","-89.078"
"380","14.884E+03","4.429454E+03","-89.078"
"381","14.927E+03","4.416765E+03","-89.072"
"382","14.970E+03","4.404448E+03","-89.069"
"383","15.013E+03","4.391641E+03","-89.075"
"384","15.056E+03","4.379328E+03","-89.065"
"385","15.100E+03","4.366215E+03","-89.075"
"386","15.143E+03","4.353601E+03","-89.077"
"387","15.187E+03","4.341027E+03","-89.068"
"388","15.231E+03","4.328064E+03","-89.073"
"389","15.275E+03","4.315612E+03","-89.068"
"390","15.319E+03","4.303441E+03","-89.064"
"391","15.363E+03","4.291281E+03","-89.072"
"392","15.407E+03","4.278460E+03","-89.068"
"393","15.451E+03","4.266425E+03","-89.074"
"394","15.496E+03","4.253892E+03","-89.070"
"395","15.541E+03","4.241633E+03","-89.075"
"396","15.585E+03","4.229854E+03","-89.060"
"397","15.630E+03","4.217274E+03","-89.074"
"398","15.675E+03","4.204932E+03","-89.069"
"399","15.721E+03","4.192269E+03","-89.067"
"400","15.766E+03","4.180969E+03","-89.070"
"401","15.811E+03","4.169017E+03","-89.069"
"402","15.857E+03","4.156499E+03","-89.062"
"403","15.903E+03","4.144413E+03","-89.071"
"404","15.949E+03","4.132288E+03","-89.065"
"405","15.994E+03","4.120526E+03","-89.064"
"406","16.041E+03","4.108181E+03","-89.070"
"407","16.087E+03","4.095637E+03","-89.068"
"408","16.133E+03","4.084610E+03","-89.068"
"409","16.180E+03","4.073075E+03","-89.068"
"410","16.226E+03","4.061416E+03","-89.065"
"411","16.273E+03","4.049936E+03","-89.062"
"412","16.320E+03","4.037471E+03","-89.068"
"413","16.367E+03","4.026012E+03","-89.070"
"414","16.414E+03","4.014299E+03","-89.068"
"415","16.462E+03","4.002536E+03","-89.068"
"416","16.509E+03","3.990853E+03","-89.064"
"417","16.557E+03","3.979747E+03","-89.064"
"418","16.604E+03","3.968125E+03","-89.066"
"419","16.652E+03","3.957064E+03","-89.068"
"420","16.700E+03","3.944880E+03","-89.065"
"421","16.748E+03","3.933717E+03","-89.061"
"422","16.797E+03","3.921934E+03","-89.068"
"423","16.845E+03","3.910707E+03","-89.068"
"424","16.894E+03","3.899354E+03","-89.063"
"425","16.942E+03","3.888511E+03","-89.064"
"426","16.991E+03","3.876814E+03","-89.072"
"427","17.040E+03","3.865439E+03","-89.060"
"428","17.089E+03","3.854216E+03","-89.069"
"429","17.138E+03","3.843317E+03","-89.068"
"430","17.188E+03","3.831956E+03","-89.069"
"431","17.237E+03","3.821143E+03","-89.066"
"432","17.287E+03","3.809218E+03","-89.067"
"433","17.337E+03","3.798640E+03","-89.066"
"434","17.387E+03","3.787676E+03","-89.066"
"435","17.437E+03","3.776706E+03","-89.064"
"436","17.487E+03","3.766176E+03","-89.059"
"437","17.538E+03","3.754562E+03","-89.067"
"438","17.588E+03","3.743819E+03","-89.067"
"439","17.639E+03","3.732926E+03","-89.063"
"440","17.690E+03","3.722521E+03","-89.063"
"441","17.741E+03","3.711298E+03","-89.069"
"442","17.792E+03","3.700471E+03","-89.063"
"443","17.843E+03","3.690076E+03","-89.067"
"444","17.895E+03","3.678986E+03","-89.063"
"445","17.946E+03","3.668524E+03","-89.061"
"446","17.998E+03","3.657715E+03","-89.064"
"447","18.050E+03","3.647044E+03","-89.062"
"448","18.102E+03","3.635964E+03","-89.063"
"449","18.154E+03","3.625730E+03","-89.059"
"450","18.206E+03","3.615365E+03","-89.059"
"451","18.259E+03","3.604478E+03","-89.063"
"452","18.311E+03","3.594559E+03","-89.060"
"453","18.364E+03","3.583958E+03","-89.064"
"454","18.417E+03","3.573333E+03","-89.063"
"455","18.470E+03","3.563476E+03","-89.061"
"456","18.523E+03","3.552706E+03","-89.056"
"457","18.577E+03","3.542485E+03","-89.064"
"458","18.630E+03","3.532325E+03","-89.060"
"459","18.684E+03","3.521901E+03","-89.060"
"460","18.738E+03","3.511612E+03","-89.061"
"461","18.792E+03","3.501255E+03","-89.056"
"462","18.846E+03","3.491298E+03","-89.057"
"463","18.900E+03","3.481058E+03","-89.057"
"464","18.955E+03","3.470766E+03","-89.056"
"465","19.009E+03","3.460537E+03","-89.059"
"466","19.064E+03","3.451015E+03","-89.056"
"467","19.119E+03","3.440495E+03","-89.059"
"468","19.174E+03","3.430274E+03","-89.055"
"469","19.230E+03","3.420305E+03","-89.060"
"470","19.285E+03","3.410398E+03","-89.056"
"471","19.341E+03","3.400298E+03","-89.056"
"472","19.396E+03","3.390992E+03","-89.056"
"473","19.452E+03","3.380669E+03","-89.060"
"474","19.508E+03","3.370988E+03","-89.060"
"475","19.565E+03","3.361150E+03","-89.055"
"476","19.621E+03","3.351242E+03","-89.053"
"477","19.678E+03","3.341531E+03","-89.060"
"478","19.734E+03","3.331886E+03","-89.053"
"479","19.791E+03","3.322190E+03","-89.054"
"480","19.848E+03","3.312200E+03","-89.053"
"481","19.905E+03","3.302487E+03","-89.056"
"482","19.963E+03","3.292759E+03","-89.057"
"483","20.020E+03","3.283423E+03","-89.059"
"484","20.078E+03","3.273868E+03","-89.047"
"485","20.136E+03","3.263943E+03","-89.056"
"486","20.194E+03","3.254464E+03","-89.059"
"487","20.252E+03","3.245096E+03","-89.052"
"488","20.310E+03","3.235576E+03","-89.049"
"489","20.369E+03","3.225967E+03","-89.055"
"490","20.428E+03","3.216561E+03","-89.054"
"491","20.487E+03","3.207338E+03","-89.051"
"492","20.546E+03","3.197899E+03","-89.050"
"493","20.605E+03","3.188365E+03","-89.056"
"494","20.664E+03","3.179099E+03","-89.056"
"495","20.724E+03","3.169655E+03","-89.058"
"496","20.784E+03","3.160726E+03","-89.048"
"497","20.843E+03","3.151439E+03","-89.051"
"498","20.904E+03","3.142119E+03","-89.058"
"499","20.964E+03","3.132632E+03","-89.051"
"500","21.024E+03","3.123659E+03","-89.056"
"501","21.085E+03","3.114582E+03","-89.056"
"502","21.146E+03","3.105229E+03","-89.048"
"503","21.207E+03","3.096195E+03","-89.049"
"504","21.268E+03","3.087195E+03","-89.048"
"505","21.329E+03","3.078010E+03","-89.049"
"506","21.390E+03","3.069088E+03","-89.050"
"507","21.452E+03","3.059970E+03","-89.050"
"508","21.514E+03","3.051282E+03","-89.048"
"509","21.576E+03","3.042130E+03","-89.051"
"510","21.638E+03","3.033475E+03","-89.051"
"511","21.701E+03","3.024280E+03","-89.055"
"512","21.763E+03","3.015394E+03","-89.049"
"513","21.826E+03","3.006522E+03","-89.053"
"514","21.889E+03","2.997884E+03","-89.050"
"515","21.952E+03","2.988955E+03","-89.047"
"516","22.015E+03","2.980352E+03","-89.045"
"517","22.079E+03","2.971145E+03","-89.049"
"518","22.142E+03","2.962589E+03","-89.051"
"519","22.206E+03","2.953772E+03","-89.051"
"520","22.270E+03","2.945413E+03","-89.048"
"521","22.334E+03","2.936543E+03","-89.053"
"522","22.399E+03","2.927751E+03","-89.045"
"523","22.463E+03","2.919295E+03","-89.053"
"524","22.528E+03","2.910702E+03","-89.047"
"525","22.593E+03","2.902200E+03","-89.052"
"526","22.658E+03","2.893528E+03","-89.046"
"527","22.723E+03","2.884967E+03","-89.048"
"528","22.789E+03","2.876473E+03","-89.046"
"529","22.854E+03","2.868162E+03","-89.045"
"530","22.920E+03","2.859623E+03","-89.049"
"531","22.986E+03","2.851155E+03","-89.044"
"532","23.053E+03","2.842617E+03","-89.048"
"533","23.119E+03","2.834368E+03","-89.051"
"534","23.186E+03","2.825793E+03","-89.044"
"535","23.253E+03","2.817511E+03","-89.047"
"536","23.320E+03","2.809257E+03","-89.049"
"537","23.387E+03","2.800891E+03","-89.048"
"538","23.454E+03","2.792721E+03","-89.044"
"539","23.522E+03","2.784043E+03","-89.046"
"540","23.590E+03","2.776167E+03","-89.046"
"541","23.658E+03","2.767903E+03","-89.045"
"542","23.726E+03","2.759848E+03","-89.045"
"543","23.794E+03","2.751551E+03","-89.046"
"544","23.863E+03","2.743552E+03","-89.046"
"545","23.932E+03","2.735313E+03","-89.045"
"546","24.000E+03","2.727316E+03","-89.045"
"547","24.070E+03","2.719255E+03","-89.045"
"548","24.139E+03","2.711097E+03","-89.045"
"549","24.209E+03","2.703218E+03","-89.045"
"550","24.278E+03","2.695017E+03","-89.046"
"551","24.348E+03","2.687203E+03","-89.047"
"552","24.419E+03","2.679133E+03","-89.042"
"553","24.489E+03","2.671056E+03","-89.045"
"554","24.560E+03","2.663167E+03","-89.045"
"555","24.630E+03","2.655457E+03","-89.042"
"556","24.701E+03","2.647655E+03","-89.046"
