"HIOKI E.E. CORPORATION","IM3570","Ver. 3.11"

"DATE","23-03-29"
"TIME","10:17:40"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","0.150","V"
"RANGE","AUTO"
"SPEED","MED"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"147","611.00E+03","161.5908E+00","515.7218E-06"
"148","611.84E+03","160.2717E+00","564.1243E-06"
"149","612.69E+03","159.2547E+00","629.3838E-06"
"150","613.53E+03","158.8224E+00","704.5818E-06"
"151","614.37E+03","159.1792E+00","777.2798E-06"
"152","615.21E+03","160.3451E+00","828.5577E-06"
"153","616.06E+03","162.0356E+00","842.3308E-06"
"154","616.91E+03","163.6461E+00","818.1614E-06"
"155","617.75E+03","164.7205E+00","768.7125E-06"
"156","618.60E+03","165.0378E+00","710.6242E-06"
"157","619.45E+03","164.6732E+00","656.4883E-06"
"158","620.30E+03","163.8118E+00","612.8190E-06"
"159","621.16E+03","162.6567E+00","581.0170E-06"
"160","622.01E+03","161.3854E+00","561.1167E-06"
"161","622.87E+03","160.0681E+00","549.6078E-06"
"162","623.72E+03","158.7844E+00","545.5474E-06"
"163","624.58E+03","157.5202E+00","547.1490E-06"
"164","625.44E+03","156.3099E+00","552.8431E-06"
"165","626.30E+03","155.1554E+00","561.3463E-06"
"166","627.16E+03","154.0651E+00","571.8399E-06"
"167","628.02E+03","153.0373E+00","582.2005E-06"
"168","628.88E+03","152.0481E+00","590.5810E-06"
"169","629.75E+03","150.9928E+00","595.8165E-06"
"170","630.61E+03","149.8266E+00","600.0708E-06"
"171","631.48E+03","148.5089E+00","607.5419E-06"
"172","632.35E+03","147.1036E+00","620.0997E-06"
"173","633.21E+03","145.6720E+00","637.2025E-06"
"174","634.08E+03","144.1784E+00","657.3705E-06"
"175","634.96E+03","142.5822E+00","680.9663E-06"
"176","635.83E+03","140.8798E+00","709.1636E-06"
"177","636.70E+03","139.0386E+00","745.3017E-06"
"178","637.58E+03","137.0572E+00","793.3093E-06"
"179","638.45E+03","135.0125E+00","853.4832E-06"
"180","639.33E+03","132.8707E+00","928.4223E-06"
"181","640.21E+03","130.6230E+00","1.019919E-03"
"182","641.09E+03","128.2538E+00","1.132464E-03"
"183","641.97E+03","125.7740E+00","1.274112E-03"
"184","642.85E+03","123.2248E+00","1.450732E-03"
"185","643.74E+03","120.5861E+00","1.673707E-03"
"186","644.62E+03","117.9067E+00","1.949532E-03"
"187","645.51E+03","115.2292E+00","2.310471E-03"
"188","646.39E+03","112.9277E+00","2.767419E-03"
"189","647.28E+03","111.5323E+00","3.325343E-03"
"190","648.17E+03","111.8170E+00","3.922145E-03"
"191","649.06E+03","114.5634E+00","4.450703E-03"
"192","649.95E+03","120.4860E+00","4.786648E-03"
"193","650.85E+03","130.3132E+00","4.840383E-03"
"194","651.74E+03","144.0722E+00","4.603051E-03"
"195","652.64E+03","160.9944E+00","4.158580E-03"
"196","653.53E+03","178.6379E+00","3.641523E-03"
"197","654.43E+03","195.1249E+00","3.126683E-03"
"198","655.33E+03","208.2949E+00","2.655937E-03"
"199","656.23E+03","216.5983E+00","2.246157E-03"
"200","657.13E+03","219.7043E+00","1.908141E-03"
"201","658.04E+03","218.8385E+00","1.638919E-03"
"202","658.94E+03","215.7685E+00","1.432885E-03"
"203","659.85E+03","211.7272E+00","1.270368E-03"
"204","660.75E+03","207.4664E+00","1.142616E-03"
"205","661.66E+03","203.1858E+00","1.038632E-03"
"206","662.57E+03","199.0458E+00","953.0453E-06"
"207","663.48E+03","195.0399E+00","882.4578E-06"
"208","664.39E+03","191.1312E+00","825.7697E-06"
"209","665.31E+03","187.3215E+00","781.8652E-06"
"210","666.22E+03","183.7048E+00","751.0364E-06"
"211","667.14E+03","180.2069E+00","731.3440E-06"
"212","668.05E+03","176.8714E+00","723.6664E-06"
"213","668.97E+03","173.6146E+00","728.0356E-06"
"214","669.89E+03","170.4908E+00","746.3007E-06"
"215","670.81E+03","167.5150E+00","779.6742E-06"
"216","671.73E+03","164.7273E+00","830.5087E-06"
"217","672.66E+03","162.1607E+00","900.1229E-06"
"218","673.58E+03","159.9625E+00","988.0923E-06"
"219","674.51E+03","158.1855E+00","1.095043E-03"
"220","675.43E+03","156.9741E+00","1.215197E-03"
"221","676.36E+03","156.3397E+00","1.346210E-03"
"222","677.29E+03","156.3534E+00","1.486812E-03"
"223","678.22E+03","157.3048E+00","1.636170E-03"
"224","679.15E+03","159.8682E+00","1.775127E-03"
"225","680.09E+03","164.7617E+00","1.863010E-03"
"226","681.02E+03","171.8021E+00","1.847047E-03"
"227","681.96E+03","179.8083E+00","1.722378E-03"
"228","682.89E+03","186.7284E+00","1.529987E-03"
"229","683.83E+03","191.3711E+00","1.314051E-03"
"230","684.77E+03","193.3454E+00","1.110532E-03"
"231","685.71E+03","193.1382E+00","936.0731E-06"
"232","686.66E+03","191.5421E+00","794.1373E-06"
"233","687.60E+03","189.2533E+00","683.6495E-06"
"234","688.54E+03","186.7029E+00","597.2423E-06"
"235","689.49E+03","184.0561E+00","529.3973E-06"
"236","690.44E+03","181.4814E+00","477.6157E-06"
"237","691.39E+03","179.0230E+00","439.4389E-06"
"238","692.34E+03","176.7712E+00","411.9111E-06"
"239","693.29E+03","174.7276E+00","393.0277E-06"
"240","694.24E+03","172.9260E+00","380.4402E-06"
"241","695.19E+03","171.3471E+00","371.4061E-06"
"242","696.15E+03","169.9550E+00","363.9622E-06"
"243","697.11E+03","168.7368E+00","356.1415E-06"
"244","698.06E+03","167.6408E+00","346.2665E-06"
"245","699.02E+03","166.5729E+00","334.1728E-06"
"246","699.98E+03","165.4863E+00","320.6903E-06"
"247","700.95E+03","164.3413E+00","308.2803E-06"
"248","701.91E+03","163.1950E+00","298.3092E-06"
"249","702.87E+03","162.0489E+00","291.0908E-06"
"250","703.84E+03","160.9244E+00","286.2784E-06"
"251","704.81E+03","159.8136E+00","283.7350E-06"
"252","705.78E+03","158.7312E+00","284.3411E-06"
"253","706.75E+03","157.6858E+00","288.7423E-06"
"254","707.72E+03","156.7131E+00","297.1468E-06"
"255","708.69E+03","155.8598E+00","309.5932E-06"
"256","709.66E+03","155.1700E+00","324.4010E-06"
"257","710.64E+03","154.6744E+00","338.4217E-06"
"258","711.62E+03","154.3457E+00","347.8757E-06"
"259","712.59E+03","154.1248E+00","350.7692E-06"
"260","713.57E+03","153.9506E+00","346.2532E-06"
"261","714.55E+03","153.7388E+00","334.1373E-06"
"262","715.53E+03","153.4204E+00","315.8017E-06"
"263","716.52E+03","152.9359E+00","294.9202E-06"
"264","717.50E+03","152.2980E+00","274.5748E-06"
"265","718.49E+03","151.5411E+00","257.2426E-06"
"266","719.48E+03","150.7337E+00","243.9276E-06"
"267","720.46E+03","149.9282E+00","234.5461E-06"
"268","721.45E+03","149.1164E+00","227.6457E-06"
"269","722.45E+03","148.3245E+00","222.8733E-06"
"270","723.44E+03","147.5672E+00","219.4886E-06"
"271","724.43E+03","146.8272E+00","216.5577E-06"
"272","725.43E+03","146.0934E+00","214.6389E-06"
"273","726.43E+03","145.3716E+00","213.4153E-06"
"274","727.42E+03","144.6678E+00","212.7178E-06"
"275","728.42E+03","143.9699E+00","212.5218E-06"
"276","729.42E+03","143.2785E+00","212.6003E-06"
"277","730.43E+03","142.5857E+00","213.4729E-06"
"278","731.43E+03","141.8972E+00","214.7108E-06"
"279","732.44E+03","141.1970E+00","216.5270E-06"
"280","733.44E+03","140.4996E+00","219.1713E-06"
"281","734.45E+03","139.7936E+00","223.3758E-06"
"282","735.46E+03","139.0788E+00","229.1848E-06"
"283","736.47E+03","138.3637E+00","237.0050E-06"
"284","737.48E+03","137.6586E+00","247.4912E-06"
"285","738.50E+03","136.9635E+00","261.0211E-06"
"286","739.51E+03","136.3126E+00","277.3286E-06"
"287","740.53E+03","135.7042E+00","296.1384E-06"
"288","741.54E+03","135.1495E+00","317.2322E-06"
"289","742.56E+03","134.6494E+00","340.2675E-06"
"290","743.58E+03","134.2186E+00","365.6255E-06"
"291","744.61E+03","133.8993E+00","392.6407E-06"
"292","745.63E+03","133.6944E+00","418.0893E-06"
"293","746.65E+03","133.6148E+00","440.3801E-06"
"294","747.68E+03","133.6356E+00","457.1360E-06"
"295","748.71E+03","133.7198E+00","466.2497E-06"
"296","749.74E+03","133.8275E+00","466.8423E-06"
"297","750.77E+03","133.8858E+00","459.6774E-06"
"298","751.80E+03","133.8591E+00","447.6333E-06"
"299","752.83E+03","133.7387E+00","432.3436E-06"
"300","753.87E+03","133.5236E+00","415.4371E-06"
"301","754.90E+03","133.2151E+00","398.5171E-06"
"302","755.94E+03","132.8238E+00","382.7532E-06"
"303","756.98E+03","132.3542E+00","369.7661E-06"
"304","758.02E+03","131.8306E+00","360.9910E-06"
"305","759.06E+03","131.2912E+00","357.9343E-06"
"306","760.10E+03","130.7888E+00","360.5915E-06"
"307","761.15E+03","130.3884E+00","366.8645E-06"
"308","762.19E+03","130.1315E+00","371.9822E-06"
"309","763.24E+03","129.9845E+00","370.3119E-06"
"310","764.29E+03","129.8464E+00","357.8891E-06"
"311","765.34E+03","129.5971E+00","337.6768E-06"
"312","766.39E+03","129.1962E+00","315.4528E-06"
"313","767.45E+03","128.6738E+00","296.3574E-06"
"314","768.50E+03","128.0996E+00","281.3390E-06"
"315","769.56E+03","127.4847E+00","270.0332E-06"
"316","770.61E+03","126.8807E+00","262.0994E-06"
"317","771.67E+03","126.2716E+00","256.7397E-06"
"318","772.73E+03","125.6757E+00","252.9359E-06"
"319","773.79E+03","125.0985E+00","250.6076E-06"
"320","774.86E+03","124.5305E+00","248.9395E-06"
"321","775.92E+03","123.9807E+00","248.0222E-06"
"322","776.99E+03","123.4339E+00","247.0547E-06"
"323","778.06E+03","122.8849E+00","245.6487E-06"
"324","779.13E+03","122.3373E+00","244.5180E-06"
"325","780.20E+03","121.7767E+00","244.0038E-06"
"326","781.27E+03","121.2082E+00","244.0918E-06"
"327","782.34E+03","120.6355E+00","245.4962E-06"
"328","783.42E+03","120.0614E+00","247.9830E-06"
"329","784.49E+03","119.4893E+00","251.5745E-06"
"330","785.57E+03","118.9147E+00","256.6257E-06"
"331","786.65E+03","118.3558E+00","262.8893E-06"
"332","787.73E+03","117.8112E+00","269.9171E-06"
"333","788.82E+03","117.2667E+00","276.9900E-06"
"334","789.90E+03","116.7354E+00","285.1110E-06"
"335","790.98E+03","116.2112E+00","293.9917E-06"
"336","792.07E+03","115.6949E+00","303.4620E-06"
"337","793.16E+03","115.1934E+00","313.2302E-06"
"338","794.25E+03","114.7036E+00","322.2422E-06"
"339","795.34E+03","114.2163E+00","330.6267E-06"
"340","796.43E+03","113.7203E+00","338.6267E-06"
"341","797.53E+03","113.2028E+00","346.7309E-06"
"342","798.63E+03","112.6764E+00","356.1068E-06"
"343","799.72E+03","112.1448E+00","366.2692E-06"
"344","800.82E+03","111.5969E+00","378.1073E-06"
"345","801.92E+03","111.0418E+00","391.9632E-06"
"346","803.02E+03","110.4947E+00","409.4703E-06"
"347","804.13E+03","109.9734E+00","428.7804E-06"
"348","805.23E+03","109.4787E+00","447.7255E-06"
"349","806.34E+03","108.9760E+00","466.1737E-06"
"350","807.45E+03","108.4447E+00","485.4990E-06"
"351","808.56E+03","107.8763E+00","508.3879E-06"
"352","809.67E+03","107.2977E+00","539.0106E-06"
"353","810.78E+03","106.7575E+00","578.3323E-06"
"354","811.89E+03","106.3141E+00","624.2802E-06"
"355","813.01E+03","105.9963E+00","673.0032E-06"
"356","814.13E+03","105.7981E+00","718.7692E-06"
"357","815.25E+03","105.7046E+00","757.7696E-06"
"358","816.37E+03","105.6793E+00","788.3728E-06"
"359","817.49E+03","105.6945E+00","809.2387E-06"
"360","818.61E+03","105.7123E+00","819.9739E-06"
"361","819.74E+03","105.6965E+00","821.2386E-06"
"362","820.86E+03","105.6044E+00","815.3250E-06"
"363","821.99E+03","105.4134E+00","806.8945E-06"
"364","823.12E+03","105.1508E+00","798.5822E-06"
"365","824.25E+03","104.8148E+00","789.5088E-06"
"366","825.39E+03","104.3827E+00","782.0784E-06"
"367","826.52E+03","103.8629E+00","780.6522E-06"
"368","827.66E+03","103.2776E+00","790.2604E-06"
"369","828.79E+03","102.7071E+00","811.1047E-06"
"370","829.93E+03","102.1925E+00","841.7267E-06"
"371","831.07E+03","101.7649E+00","877.1387E-06"
"372","832.21E+03","101.4289E+00","914.8419E-06"
"373","833.36E+03","101.1903E+00","950.9016E-06"
"374","834.50E+03","101.0450E+00","982.4390E-06"
"375","835.65E+03","100.9694E+00","1.004072E-03"
"376","836.80E+03","100.8954E+00","1.014932E-03"
"377","837.95E+03","100.7666E+00","1.018514E-03"
"378","839.10E+03","100.5857E+00","1.020413E-03"
"379","840.25E+03","100.3850E+00","1.022680E-03"
"380","841.41E+03","100.1930E+00","1.021625E-03"
"381","842.56E+03","99.97132E+00","1.013678E-03"
"382","843.72E+03","99.67657E+00","999.5253E-06"
"383","844.88E+03","99.25764E+00","983.8657E-06"
"384","846.04E+03","98.70669E+00","972.7644E-06"
"385","847.20E+03","98.04181E+00","971.7363E-06"
"386","848.37E+03","97.28324E+00","985.4214E-06"
"387","849.53E+03","96.49048E+00","1.019452E-03"
"388","850.70E+03","95.73970E+00","1.076232E-03"
"389","851.87E+03","95.12302E+00","1.153845E-03"
"390","853.04E+03","94.73858E+00","1.243641E-03"
"391","854.21E+03","94.60907E+00","1.332777E-03"
"392","855.39E+03","94.71155E+00","1.412631E-03"
"393","856.56E+03","95.03995E+00","1.474642E-03"
"394","857.74E+03","95.58450E+00","1.509811E-03"
"395","858.92E+03","96.27702E+00","1.507184E-03"
"396","860.10E+03","96.94960E+00","1.461183E-03"
"397","861.28E+03","97.39127E+00","1.379305E-03"
"398","862.46E+03","97.45684E+00","1.281434E-03"
"399","863.65E+03","97.11428E+00","1.184249E-03"
"400","864.84E+03","96.43818E+00","1.104167E-03"
"401","866.03E+03","95.54268E+00","1.046723E-03"
"402","867.22E+03","94.50488E+00","1.012778E-03"
"403","868.41E+03","93.37668E+00","1.003657E-03"
"404","869.60E+03","92.19814E+00","1.022346E-03"
"405","870.80E+03","91.01917E+00","1.071529E-03"
"406","871.99E+03","89.90887E+00","1.154128E-03"
"407","873.19E+03","88.91172E+00","1.274001E-03"
"408","874.39E+03","88.15783E+00","1.431928E-03"
"409","875.59E+03","87.82099E+00","1.620410E-03"
"410","876.80E+03","88.11118E+00","1.811992E-03"
"411","878.00E+03","89.13487E+00","1.948193E-03"
"412","879.21E+03","90.70549E+00","1.980585E-03"
"413","880.42E+03","92.31251E+00","1.901973E-03"
"414","881.62E+03","93.44879E+00","1.753355E-03"
"415","882.84E+03","93.91754E+00","1.576928E-03"
"416","884.05E+03","93.75370E+00","1.417676E-03"
"417","885.26E+03","93.14837E+00","1.289555E-03"
"418","886.48E+03","92.29013E+00","1.195549E-03"
"419","887.70E+03","91.32433E+00","1.134832E-03"
"420","888.92E+03","90.35376E+00","1.102987E-03"
"421","890.14E+03","89.45268E+00","1.093252E-03"
"422","891.36E+03","88.67230E+00","1.099408E-03"
"423","892.59E+03","88.04836E+00","1.110435E-03"
"424","893.82E+03","87.55157E+00","1.112446E-03"
"425","895.04E+03","87.09604E+00","1.097460E-03"
"426","896.27E+03","86.55432E+00","1.070095E-03"
"427","897.51E+03","85.88631E+00","1.043221E-03"
"428","898.74E+03","85.14636E+00","1.026311E-03"
"429","899.97E+03","84.37986E+00","1.020594E-03"
"430","901.21E+03","83.61242E+00","1.025047E-03"
"431","902.45E+03","82.86715E+00","1.036317E-03"
"432","903.69E+03","82.14503E+00","1.054149E-03"
"433","904.93E+03","81.45127E+00","1.077874E-03"
"434","906.17E+03","80.81401E+00","1.106013E-03"
"435","907.42E+03","80.21804E+00","1.135586E-03"
"436","908.67E+03","79.68459E+00","1.163419E-03"
"437","909.92E+03","79.19883E+00","1.185574E-03"
"438","911.17E+03","78.76233E+00","1.197416E-03"
"439","912.42E+03","78.34204E+00","1.192685E-03"
"440","913.67E+03","77.86019E+00","1.167682E-03"
"441","914.93E+03","77.23659E+00","1.131246E-03"
"442","916.18E+03","76.45782E+00","1.097783E-03"
"443","917.44E+03","75.54220E+00","1.079402E-03"
"444","918.70E+03","74.54862E+00","1.081602E-03"
"445","919.97E+03","73.51642E+00","1.107692E-03"
"446","921.23E+03","72.49470E+00","1.156989E-03"
"447","922.50E+03","71.50036E+00","1.230689E-03"
"448","923.77E+03","70.58347E+00","1.326807E-03"
"449","925.03E+03","69.76411E+00","1.438171E-03"
"450","926.31E+03","69.05029E+00","1.558904E-03"
"451","927.58E+03","68.44199E+00","1.677012E-03"
"452","928.85E+03","67.91586E+00","1.789206E-03"
"453","930.13E+03","67.45703E+00","1.891147E-03"
"454","931.41E+03","67.03787E+00","1.972677E-03"
"455","932.69E+03","66.58223E+00","2.031752E-03"
"456","933.97E+03","66.01287E+00","2.086752E-03"
"457","935.25E+03","65.35131E+00","2.162206E-03"
"458","936.54E+03","64.68744E+00","2.264797E-03"
"459","937.83E+03","64.10498E+00","2.379824E-03"
"460","939.11E+03","63.59313E+00","2.482178E-03"
"461","940.40E+03","63.03932E+00","2.572012E-03"
"462","941.70E+03","62.37950E+00","2.675103E-03"
"463","942.99E+03","61.66227E+00","2.814191E-03"
"464","944.29E+03","60.98718E+00","3.000597E-03"
"465","945.58E+03","60.47713E+00","3.215413E-03"
"466","946.88E+03","60.17845E+00","3.421384E-03"
"467","948.19E+03","60.02248E+00","3.587156E-03"
"468","949.49E+03","59.84468E+00","3.716466E-03"
"469","950.79E+03","59.57465E+00","3.861847E-03"
"470","952.10E+03","59.39599E+00","4.056245E-03"
"471","953.41E+03","59.57385E+00","4.251896E-03"
"472","954.72E+03","60.21657E+00","4.333997E-03"
"473","956.03E+03","61.05531E+00","4.243578E-03"
"474","957.34E+03","61.69097E+00","4.009694E-03"
"475","958.66E+03","61.82267E+00","3.707557E-03"
"476","959.98E+03","61.37895E+00","3.422910E-03"
"477","961.30E+03","60.51518E+00","3.204581E-03"
"478","962.62E+03","59.45496E+00","3.061892E-03"
"479","963.94E+03","58.35489E+00","2.975299E-03"
"480","965.26E+03","57.28539E+00","2.913391E-03"
"481","966.59E+03","56.19955E+00","2.855044E-03"
"482","967.92E+03","55.05323E+00","2.802769E-03"
"483","969.25E+03","53.83265E+00","2.766362E-03"
"484","970.58E+03","52.54795E+00","2.754777E-03"
"485","971.92E+03","51.19556E+00","2.774559E-03"
"486","973.25E+03","49.81489E+00","2.836476E-03"
"487","974.59E+03","48.40793E+00","2.951513E-03"
"488","975.93E+03","47.01997E+00","3.129173E-03"
"489","977.27E+03","45.70500E+00","3.372696E-03"
"490","978.61E+03","44.53658E+00","3.658580E-03"
"491","979.96E+03","43.52585E+00","3.918333E-03"
"492","981.30E+03","42.56165E+00","4.080443E-03"
"493","982.65E+03","41.41813E+00","4.177651E-03"
"494","984.00E+03","40.03912E+00","4.314162E-03"
"495","985.35E+03","38.49077E+00","4.561387E-03"
"496","986.71E+03","36.84722E+00","4.968270E-03"
"497","988.06E+03","35.18078E+00","5.565611E-03"
"498","989.42E+03","33.51791E+00","6.406397E-03"
"499","990.78E+03","31.92273E+00","7.544044E-03"
"500","992.14E+03","30.46221E+00","9.006832E-03"
"501","993.51E+03","29.21959E+00","10.77275E-03"
"502","994.87E+03","28.27536E+00","12.68087E-03"
"503","996.24E+03","27.62926E+00","14.53064E-03"
